prj_no,S,year,code,ecoregion,value
G300_FWOA_v3,S01,15,FRM,BFD,147987000.0
G300_FWOA_v3,S01,15,FRM,UPO,1217495700.0
G300_FWOA_v3,S01,15,FRM,LPO,0.0
G300_FWOA_v3,S01,15,FRM,MEL,863952300.0
G300_FWOA_v3,S01,15,FRM,LBA,199644300.0
G300_FWOA_v3,S01,15,FRM,BRT,276199200.0
G300_FWOA_v3,S01,15,FRM,CAS,323372700.0
G300_FWOA_v3,S01,15,FRM,EWCR,111122100.0
G300_FWOA_v3,S01,20,FRM,AVT,998318700.0
G300_FWOA_v3,S01,20,FRM,LTB,404069400.0
G300_FWOA_v3,S01,20,FRM,UBA,1431054000.0
G300_FWOA_v3,S01,20,FRM,BFD,160194600.0
G300_FWOA_v3,S01,20,FRM,UPO,1324177200.0
G300_FWOA_v3,S01,20,FRM,LPO,0.0
G300_FWOA_v3,S01,20,FRM,MEL,926217000.0
G300_FWOA_v3,S01,20,FRM,LBA,232788600.0
G300_FWOA_v3,S01,20,FRM,BRT,309013200.0
G300_FWOA_v3,S01,20,FRM,CAS,323933400.0
G300_FWOA_v3,S01,20,FRM,EWCR,126383400.0
G300_FWOA_v3,S01,25,FRM,AVT,1108594800.0
G300_FWOA_v3,S01,25,FRM,LTB,413266500.0
G300_FWOA_v3,S01,25,FRM,UBA,1458522900.0
G300_FWOA_v3,S01,25,FRM,BFD,140837400.0
G300_FWOA_v3,S01,25,FRM,UPO,1352747700.0
G300_FWOA_v3,S01,25,FRM,LPO,291600.0
G300_FWOA_v3,S01,25,FRM,MEL,1008736200.0
G300_FWOA_v3,S01,25,FRM,LBA,258767100.0
G300_FWOA_v3,S01,25,FRM,BRT,343138500.0
G300_FWOA_v3,S01,25,FRM,CAS,308099700.0
G300_FWOA_v3,S01,25,FRM,EWCR,47688300.0
G300_FWOA_v3,S01,30,FRM,AVT,1243402200.0
G300_FWOA_v3,S01,30,FRM,LTB,419671800.0
G300_FWOA_v3,S01,30,FRM,UBA,1493614800.0
G300_FWOA_v3,S01,30,FRM,BFD,164915100.0
G300_FWOA_v3,S01,30,FRM,UPO,1366843500.0
G300_FWOA_v3,S01,30,FRM,LPO,415800.0
G300_FWOA_v3,S01,30,FRM,MEL,1065454200.0
G300_FWOA_v3,S01,30,FRM,LBA,283756500.0
G300_FWOA_v3,S01,30,FRM,BRT,375370200.0
G300_FWOA_v3,S01,30,FRM,CAS,315158400.0
G300_FWOA_v3,S01,30,FRM,EWCR,49491000.0
G300_FWOA_v3,S01,35,FRM,AVT,1315356300.0
G300_FWOA_v3,S01,35,FRM,LTB,425277900.0
G300_FWOA_v3,S01,35,FRM,UBA,1537210800.0
G300_FWOA_v3,S01,35,FRM,BFD,183208500.0
G300_FWOA_v3,S01,35,FRM,UPO,1377405900.0
G300_FWOA_v3,S01,35,FRM,LPO,1031400.0
G300_FWOA_v3,S01,35,FRM,MEL,971047800.0
G300_FWOA_v3,S01,35,FRM,LBA,290371500.0
G300_FWOA_v3,S01,35,FRM,BRT,395922600.0
G300_FWOA_v3,S01,35,FRM,CAS,259393500.0
G300_FWOA_v3,S01,35,FRM,EWCR,25420500.0
G300_FWOA_v3,S01,40,FRM,AVT,1371498300.0
G300_FWOA_v3,S01,40,FRM,LTB,427843800.0
G300_FWOA_v3,S01,40,FRM,UBA,1538425800.0
G300_FWOA_v3,S01,40,FRM,BFD,182979900.0
G300_FWOA_v3,S01,40,FRM,UPO,1371541500.0
G300_FWOA_v3,S01,40,FRM,LPO,255600.0
G300_FWOA_v3,S01,40,FRM,MEL,900564300.0
G300_FWOA_v3,S01,40,FRM,LBA,253871100.0
G300_FWOA_v3,S01,40,FRM,BRT,392200200.0
G300_FWOA_v3,S01,40,FRM,CAS,191951100.0
G300_FWOA_v3,S01,40,FRM,EWCR,6313500.0
G300_FWOA_v3,S01,45,FRM,AVT,1475006400.0
G300_FWOA_v3,S01,45,FRM,LTB,426856500.0
G300_FWOA_v3,S01,45,FRM,UBA,1517461200.0
G300_FWOA_v3,S01,45,FRM,BFD,190652400.0
G300_FWOA_v3,S01,45,FRM,UPO,1371745800.0
G300_FWOA_v3,S01,45,FRM,LPO,171900.0
G300_FWOA_v3,S01,45,FRM,MEL,739128600.0
G300_FWOA_v3,S01,45,FRM,LBA,82326600.0
G300_FWOA_v3,S01,45,FRM,BRT,391469400.0
G300_FWOA_v3,S01,45,FRM,CAS,147205800.0
G300_FWOA_v3,S01,45,FRM,EWCR,667800.0
G300_FWOA_v3,S01,50,FRM,AVT,1559122200.0
G300_FWOA_v3,S01,50,FRM,LTB,391557600.0
G300_FWOA_v3,S01,50,FRM,UBA,1272879900.0
G300_FWOA_v3,S01,50,FRM,BFD,184397400.0
G300_FWOA_v3,S01,50,FRM,UPO,1380678300.0
G300_FWOA_v3,S01,50,FRM,LPO,216000.0
G300_FWOA_v3,S01,50,FRM,MEL,720864000.0
G300_FWOA_v3,S01,50,FRM,LBA,14623200.0
G300_FWOA_v3,S01,50,FRM,BRT,392229000.0
G300_FWOA_v3,S01,50,FRM,CAS,15255000.0
G300_FWOA_v3,S01,50,FRM,EWCR,791100.0
G300_FWOA_v3,S01,5,INM,AVT,852183000.0
G300_FWOA_v3,S01,5,INM,LTB,57775500.0
G300_FWOA_v3,S01,5,INM,UBA,175715100.0
G300_FWOA_v3,S01,5,INM,BFD,17235000.0
G300_FWOA_v3,S01,5,INM,UPO,143613000.0
G300_FWOA_v3,S01,5,INM,LPO,0.0
G300_FWOA_v3,S01,5,INM,MEL,267793200.0
G300_FWOA_v3,S01,5,INM,LBA,13296600.0
G300_FWOA_v3,S01,5,INM,BRT,75852000.0
G300_FWOA_v3,S01,5,INM,CAS,11551500.0
G300_FWOA_v3,S01,5,INM,EWCR,0.0
G300_FWOA_v3,S01,10,INM,AVT,676471500.0
G300_FWOA_v3,S01,10,INM,LTB,34255800.0
G300_FWOA_v3,S01,10,INM,UBA,47370600.0
G300_FWOA_v3,S01,10,INM,BFD,8511300.0
G300_FWOA_v3,S01,10,INM,UPO,92242800.0
G300_FWOA_v3,S01,10,INM,LPO,0.0
G300_FWOA_v3,S01,10,INM,MEL,230085900.0
G300_FWOA_v3,S01,10,INM,LBA,2996100.0
G300_FWOA_v3,S01,10,INM,BRT,2866500.0
G300_FWOA_v3,S01,10,INM,CAS,991800.0
G300_FWOA_v3,S01,10,INM,EWCR,1800.0
G300_FWOA_v3,S01,15,INM,AVT,465059700.0
G300_FWOA_v3,S01,15,INM,LTB,14615100.0
G300_FWOA_v3,S01,15,INM,UBA,23148000.0
G300_FWOA_v3,S01,15,INM,BFD,5672700.0
G300_FWOA_v3,S01,15,INM,UPO,33602400.0
G300_FWOA_v3,S01,15,INM,LPO,900.0
G300_FWOA_v3,S01,15,INM,MEL,190285200.0
G300_FWOA_v3,S01,15,INM,LBA,1236600.0
G300_FWOA_v3,S01,15,INM,BRT,257400.0
G300_FWOA_v3,S01,15,INM,CAS,50400.0
G300_FWOA_v3,S01,15,INM,EWCR,900.0
G300_FWOA_v3,S01,20,INM,AVT,382851000.0
G300_FWOA_v3,S01,20,INM,LTB,9286200.0
G300_FWOA_v3,S01,20,INM,UBA,5412600.0
G300_FWOA_v3,S01,20,INM,BFD,5766300.0
G300_FWOA_v3,S01,20,INM,UPO,13811400.0
G300_FWOA_v3,S01,20,INM,LPO,0.0
G300_FWOA_v3,S01,20,INM,MEL,136835100.0
G300_FWOA_v3,S01,20,INM,LBA,1070100.0
G300_FWOA_v3,S01,20,INM,BRT,385200.0
G300_FWOA_v3,S01,20,INM,CAS,43200.0
G300_FWOA_v3,S01,20,INM,EWCR,5400.0
G300_FWOA_v3,S01,25,INM,AVT,317108700.0
G300_FWOA_v3,S01,25,INM,LTB,7009200.0
G300_FWOA_v3,S01,25,INM,UBA,2683800.0
G300_FWOA_v3,S01,25,INM,BFD,3489300.0
G300_FWOA_v3,S01,25,INM,UPO,4795200.0
G300_FWOA_v3,S01,25,INM,LPO,0.0
G300_FWOA_v3,S01,25,INM,MEL,53955000.0
G300_FWOA_v3,S01,25,INM,LBA,62100.0
G300_FWOA_v3,S01,25,INM,BRT,1132200.0
G300_FWOA_v3,S01,25,INM,CAS,22500.0
G300_FWOA_v3,S01,25,INM,EWCR,900.0
G300_FWOA_v3,S01,30,INM,AVT,283967100.0
G300_FWOA_v3,S01,30,INM,LTB,7409700.0
G300_FWOA_v3,S01,30,INM,UBA,2489400.0
G300_FWOA_v3,S01,30,INM,BFD,3681900.0
G300_FWOA_v3,S01,30,INM,UPO,4068000.0
G300_FWOA_v3,S01,30,INM,LPO,1800.0
G300_FWOA_v3,S01,30,INM,MEL,1629900.0
G300_FWOA_v3,S01,30,INM,LBA,224100.0
G300_FWOA_v3,S01,30,INM,BRT,306000.0
G300_FWOA_v3,S01,30,INM,CAS,169200.0
G300_FWOA_v3,S01,30,INM,EWCR,4500.0
G300_FWOA_v3,S01,35,INM,AVT,262856700.0
G300_FWOA_v3,S01,35,INM,LTB,6955200.0
G300_FWOA_v3,S01,35,INM,UBA,2151000.0
G300_FWOA_v3,S01,35,INM,BFD,4740300.0
G300_FWOA_v3,S01,35,INM,UPO,3349800.0
G300_FWOA_v3,S01,35,INM,LPO,0.0
G300_FWOA_v3,S01,35,INM,MEL,700200.0
G300_FWOA_v3,S01,35,INM,LBA,47700.0
G300_FWOA_v3,S01,35,INM,BRT,437400.0
G300_FWOA_v3,S01,35,INM,CAS,37800.0
G300_FWOA_v3,S01,35,INM,EWCR,0.0
G300_FWOA_v3,S01,40,INM,AVT,229521600.0
G300_FWOA_v3,S01,40,INM,LTB,6798600.0
G300_FWOA_v3,S01,40,INM,UBA,1960200.0
G300_FWOA_v3,S01,40,INM,BFD,2171700.0
G300_FWOA_v3,S01,40,INM,UPO,3372300.0
G300_FWOA_v3,S01,40,INM,LPO,16200.0
G300_FWOA_v3,S01,40,INM,MEL,133200.0
G300_FWOA_v3,S01,40,INM,LBA,79200.0
G300_FWOA_v3,S01,40,INM,BRT,181800.0
G300_FWOA_v3,S01,40,INM,CAS,73800.0
G300_FWOA_v3,S01,40,INM,EWCR,5400.0
G300_FWOA_v3,S01,45,INM,AVT,182951100.0
G300_FWOA_v3,S01,45,INM,LTB,5026500.0
G300_FWOA_v3,S01,45,INM,UBA,1827900.0
G300_FWOA_v3,S01,45,INM,BFD,1593000.0
G300_FWOA_v3,S01,45,INM,UPO,3169800.0
G300_FWOA_v3,S01,45,INM,LPO,3600.0
G300_FWOA_v3,S01,45,INM,MEL,27900.0
G300_FWOA_v3,S01,45,INM,LBA,37800.0
G300_FWOA_v3,S01,45,INM,BRT,38700.0
G300_FWOA_v3,S01,45,INM,CAS,67500.0
G300_FWOA_v3,S01,45,INM,EWCR,0.0
G300_FWOA_v3,S01,50,INM,AVT,151317000.0
G300_FWOA_v3,S01,50,INM,LTB,3654900.0
G300_FWOA_v3,S01,50,INM,UBA,1853100.0
G300_FWOA_v3,S01,50,INM,BFD,1774800.0
G300_FWOA_v3,S01,50,INM,UPO,2138400.0
G300_FWOA_v3,S01,50,INM,LPO,0.0
G300_FWOA_v3,S01,50,INM,MEL,24300.0
G300_FWOA_v3,S01,50,INM,LBA,23400.0
G300_FWOA_v3,S01,50,INM,BRT,57600.0
G300_FWOA_v3,S01,50,INM,CAS,31500.0
G300_FWOA_v3,S01,50,INM,EWCR,3600.0
G300_FWOA_v3,S01,5,BMH,AVT,872055900.0
G300_FWOA_v3,S01,5,BMH,LTB,227495700.0
G300_FWOA_v3,S01,5,BMH,UBA,9178200.0
G300_FWOA_v3,S01,5,BMH,BFD,83271600.0
G300_FWOA_v3,S01,5,BMH,UPO,198612000.0
G300_FWOA_v3,S01,5,BMH,LPO,100060200.0
G300_FWOA_v3,S01,5,BMH,MEL,341481600.0
G300_FWOA_v3,S01,5,BMH,LBA,473861700.0
G300_FWOA_v3,S01,5,BMH,BRT,464653800.0
G300_FWOA_v3,S01,5,BMH,CAS,751626000.0
G300_FWOA_v3,S01,5,BMH,EWCR,288798300.0
G300_FWOA_v3,S01,10,BMH,AVT,773194500.0
G300_FWOA_v3,S01,10,BMH,LTB,182058300.0
G300_FWOA_v3,S01,10,BMH,UBA,433800.0
G300_FWOA_v3,S01,10,BMH,BFD,59643000.0
G300_FWOA_v3,S01,10,BMH,UPO,139832100.0
G300_FWOA_v3,S01,10,BMH,LPO,105165900.0
G300_FWOA_v3,S01,10,BMH,MEL,290669400.0
G300_FWOA_v3,S01,10,BMH,LBA,400975200.0
G300_FWOA_v3,S01,10,BMH,BRT,410245200.0
G300_FWOA_v3,S01,10,BMH,CAS,656471700.0
G300_FWOA_v3,S01,10,BMH,EWCR,209817900.0
G300_FWOA_v3,S01,15,BMH,AVT,671662800.0
G300_FWOA_v3,S01,15,BMH,LTB,156228300.0
G300_FWOA_v3,S01,15,BMH,UBA,15300.0
G300_FWOA_v3,S01,15,BMH,BFD,44546400.0
G300_FWOA_v3,S01,15,BMH,UPO,126389700.0
G300_FWOA_v3,S01,15,BMH,LPO,100166400.0
G300_FWOA_v3,S01,15,BMH,MEL,268257600.0
G300_FWOA_v3,S01,15,BMH,LBA,354310200.0
G300_FWOA_v3,S01,15,BMH,BRT,377275500.0
G300_FWOA_v3,S01,15,BMH,CAS,629912700.0
G300_FWOA_v3,S01,15,BMH,EWCR,186362100.0
G300_FWOA_v3,S01,20,BMH,AVT,605173500.0
G300_FWOA_v3,S01,20,BMH,LTB,143027100.0
G300_FWOA_v3,S01,20,BMH,UBA,900.0
G300_FWOA_v3,S01,20,BMH,BFD,29421000.0
G300_FWOA_v3,S01,20,BMH,UPO,110487600.0
G300_FWOA_v3,S01,20,BMH,LPO,94345200.0
G300_FWOA_v3,S01,20,BMH,MEL,254676600.0
G300_FWOA_v3,S01,20,BMH,LBA,306647100.0
G300_FWOA_v3,S01,20,BMH,BRT,332406000.0
G300_FWOA_v3,S01,20,BMH,CAS,600546600.0
G300_FWOA_v3,S01,20,BMH,EWCR,161883000.0
G300_FWOA_v3,S01,25,BMH,AVT,535525200.0
G300_FWOA_v3,S01,25,BMH,LTB,122632200.0
G300_FWOA_v3,S01,25,BMH,UBA,0.0
G300_FWOA_v3,S01,25,BMH,BFD,29600100.0
G300_FWOA_v3,S01,25,BMH,UPO,104815800.0
G300_FWOA_v3,S01,25,BMH,LPO,90639000.0
G300_FWOA_v3,S01,25,BMH,MEL,245055600.0
G300_FWOA_v3,S01,25,BMH,LBA,254349900.0
G300_FWOA_v3,S01,25,BMH,BRT,283465800.0
G300_FWOA_v3,S01,25,BMH,CAS,585666900.0
G300_FWOA_v3,S01,25,BMH,EWCR,169137000.0
G300_FWOA_v3,S01,30,BMH,AVT,460937700.0
G300_FWOA_v3,S01,30,BMH,LTB,107245800.0
G300_FWOA_v3,S01,30,BMH,UBA,0.0
G300_FWOA_v3,S01,30,BMH,BFD,15237900.0
G300_FWOA_v3,S01,30,BMH,UPO,99047700.0
G300_FWOA_v3,S01,30,BMH,LPO,87386400.0
G300_FWOA_v3,S01,30,BMH,MEL,223662600.0
G300_FWOA_v3,S01,30,BMH,LBA,204875100.0
G300_FWOA_v3,S01,30,BMH,BRT,246705300.0
G300_FWOA_v3,S01,30,BMH,CAS,567835200.0
G300_FWOA_v3,S01,30,BMH,EWCR,148437000.0
G300_FWOA_v3,S01,35,BMH,AVT,419336100.0
G300_FWOA_v3,S01,35,BMH,LTB,95743800.0
G300_FWOA_v3,S01,35,BMH,UBA,0.0
G300_FWOA_v3,S01,35,BMH,BFD,9512100.0
G300_FWOA_v3,S01,35,BMH,UPO,94668300.0
G300_FWOA_v3,S01,35,BMH,LPO,83043900.0
G300_FWOA_v3,S01,35,BMH,MEL,224091000.0
G300_FWOA_v3,S01,35,BMH,LBA,165063600.0
G300_FWOA_v3,S01,35,BMH,BRT,216564300.0
G300_FWOA_v3,S01,35,BMH,CAS,587892600.0
G300_FWOA_v3,S01,35,BMH,EWCR,128535300.0
G300_FWOA_v3,S01,40,BMH,AVT,382152600.0
G300_FWOA_v3,S01,40,BMH,LTB,84629700.0
G300_FWOA_v3,S01,40,BMH,UBA,0.0
G300_FWOA_v3,S01,40,BMH,BFD,7705800.0
G300_FWOA_v3,S01,40,BMH,UPO,101295000.0
G300_FWOA_v3,S01,40,BMH,LPO,77751900.0
G300_FWOA_v3,S01,40,BMH,MEL,281910600.0
G300_FWOA_v3,S01,40,BMH,LBA,150853500.0
G300_FWOA_v3,S01,40,BMH,BRT,197974800.0
G300_FWOA_v3,S01,40,BMH,CAS,620093700.0
G300_FWOA_v3,S01,40,BMH,EWCR,124178400.0
G300_FWOA_v3,S01,45,BMH,AVT,358586100.0
G300_FWOA_v3,S01,45,BMH,LTB,75667500.0
G300_FWOA_v3,S01,45,BMH,UBA,12554100.0
G300_FWOA_v3,S01,45,BMH,BFD,6619500.0
G300_FWOA_v3,S01,45,BMH,UPO,102172500.0
G300_FWOA_v3,S01,45,BMH,LPO,69967800.0
G300_FWOA_v3,S01,45,BMH,MEL,348501600.0
G300_FWOA_v3,S01,45,BMH,LBA,244795500.0
G300_FWOA_v3,S01,45,BMH,BRT,179540100.0
G300_FWOA_v3,S01,45,BMH,CAS,479990700.0
G300_FWOA_v3,S01,45,BMH,EWCR,32504400.0
G300_FWOA_v3,S01,50,BMH,AVT,361493100.0
G300_FWOA_v3,S01,50,BMH,LTB,66993300.0
G300_FWOA_v3,S01,50,BMH,UBA,265491900.0
G300_FWOA_v3,S01,50,BMH,BFD,8376300.0
G300_FWOA_v3,S01,50,BMH,UPO,95427900.0
G300_FWOA_v3,S01,50,BMH,LPO,61524900.0
G300_FWOA_v3,S01,50,BMH,MEL,332777700.0
G300_FWOA_v3,S01,50,BMH,LBA,244567800.0
G300_FWOA_v3,S01,50,BMH,BRT,156046500.0
G300_FWOA_v3,S01,50,BMH,CAS,498260700.0
G300_FWOA_v3,S01,50,BMH,EWCR,30888000.0
G300_FWOA_v3,S01,5,SAM,AVT,379593900.0
G300_FWOA_v3,S01,5,SAM,LTB,578222100.0
G300_FWOA_v3,S01,5,SAM,UBA,0.0
G300_FWOA_v3,S01,5,SAM,BFD,58957200.0
G300_FWOA_v3,S01,5,SAM,UPO,405900.0
G300_FWOA_v3,S01,5,SAM,LPO,394333200.0
G300_FWOA_v3,S01,5,SAM,MEL,67444200.0
G300_FWOA_v3,S01,5,SAM,LBA,441246600.0
G300_FWOA_v3,S01,5,SAM,BRT,133371000.0
G300_FWOA_v3,S01,5,SAM,CAS,226236600.0
G300_FWOA_v3,S01,5,SAM,EWCR,537696900.0
G300_FWOA_v3,S01,10,SAM,AVT,465275700.0
G300_FWOA_v3,S01,10,SAM,LTB,613035000.0
G300_FWOA_v3,S01,10,SAM,UBA,0.0
G300_FWOA_v3,S01,10,SAM,BFD,52373700.0
G300_FWOA_v3,S01,10,SAM,UPO,14400.0
G300_FWOA_v3,S01,10,SAM,LPO,383414400.0
G300_FWOA_v3,S01,10,SAM,MEL,91376100.0
G300_FWOA_v3,S01,10,SAM,LBA,421644600.0
G300_FWOA_v3,S01,10,SAM,BRT,128490300.0
G300_FWOA_v3,S01,10,SAM,CAS,251055000.0
G300_FWOA_v3,S01,10,SAM,EWCR,585501300.0
G300_FWOA_v3,S01,15,SAM,AVT,552597300.0
G300_FWOA_v3,S01,15,SAM,LTB,613746000.0
G300_FWOA_v3,S01,15,SAM,UBA,0.0
G300_FWOA_v3,S01,15,SAM,BFD,44906400.0
G300_FWOA_v3,S01,15,SAM,UPO,6300.0
G300_FWOA_v3,S01,15,SAM,LPO,377805600.0
G300_FWOA_v3,S01,15,SAM,MEL,112121100.0
G300_FWOA_v3,S01,15,SAM,LBA,394205400.0
G300_FWOA_v3,S01,15,SAM,BRT,129894300.0
G300_FWOA_v3,S01,15,SAM,CAS,281968200.0
G300_FWOA_v3,S01,15,SAM,EWCR,612349200.0
G300_FWOA_v3,S01,20,SAM,AVT,578154600.0
G300_FWOA_v3,S01,20,SAM,LTB,573378300.0
G300_FWOA_v3,S01,20,SAM,UBA,0.0
G300_FWOA_v3,S01,20,SAM,BFD,33358500.0
G300_FWOA_v3,S01,20,SAM,UPO,18900.0
G300_FWOA_v3,S01,20,SAM,LPO,370647000.0
G300_FWOA_v3,S01,20,SAM,MEL,116188200.0
G300_FWOA_v3,S01,20,SAM,LBA,357587100.0
G300_FWOA_v3,S01,20,SAM,BRT,128361600.0
G300_FWOA_v3,S01,20,SAM,CAS,306048600.0
G300_FWOA_v3,S01,20,SAM,EWCR,617184000.0
G300_FWOA_v3,S01,25,SAM,AVT,619174800.0
G300_FWOA_v3,S01,25,SAM,LTB,521516700.0
G300_FWOA_v3,S01,25,SAM,UBA,0.0
G300_FWOA_v3,S01,25,SAM,BFD,26345700.0
G300_FWOA_v3,S01,25,SAM,UPO,8100.0
G300_FWOA_v3,S01,25,SAM,LPO,357196500.0
G300_FWOA_v3,S01,25,SAM,MEL,120564900.0
G300_FWOA_v3,S01,25,SAM,LBA,317828700.0
G300_FWOA_v3,S01,25,SAM,BRT,124569900.0
G300_FWOA_v3,S01,25,SAM,CAS,330705000.0
G300_FWOA_v3,S01,25,SAM,EWCR,638064000.0
G300_FWOA_v3,S01,30,SAM,AVT,617016600.0
G300_FWOA_v3,S01,30,SAM,LTB,479607300.0
G300_FWOA_v3,S01,30,SAM,UBA,0.0
G300_FWOA_v3,S01,30,SAM,BFD,16135200.0
G300_FWOA_v3,S01,30,SAM,UPO,12600.0
G300_FWOA_v3,S01,30,SAM,LPO,338617800.0
G300_FWOA_v3,S01,30,SAM,MEL,121397400.0
G300_FWOA_v3,S01,30,SAM,LBA,266825700.0
G300_FWOA_v3,S01,30,SAM,BRT,116661600.0
G300_FWOA_v3,S01,30,SAM,CAS,325890900.0
G300_FWOA_v3,S01,30,SAM,EWCR,640600200.0
G300_FWOA_v3,S01,35,SAM,AVT,606715200.0
G300_FWOA_v3,S01,35,SAM,LTB,431359200.0
G300_FWOA_v3,S01,35,SAM,UBA,0.0
G300_FWOA_v3,S01,35,SAM,BFD,8737200.0
G300_FWOA_v3,S01,35,SAM,UPO,2700.0
G300_FWOA_v3,S01,35,SAM,LPO,312738300.0
G300_FWOA_v3,S01,35,SAM,MEL,125143200.0
G300_FWOA_v3,S01,35,SAM,LBA,203075100.0
G300_FWOA_v3,S01,35,SAM,BRT,109739700.0
G300_FWOA_v3,S01,35,SAM,CAS,338001300.0
G300_FWOA_v3,S01,35,SAM,EWCR,655896600.0
G300_FWOA_v3,S01,40,SAM,AVT,595965600.0
G300_FWOA_v3,S01,40,SAM,LTB,377419500.0
G300_FWOA_v3,S01,40,SAM,UBA,0.0
G300_FWOA_v3,S01,40,SAM,BFD,6346800.0
G300_FWOA_v3,S01,40,SAM,UPO,11700.0
G300_FWOA_v3,S01,40,SAM,LPO,290397600.0
G300_FWOA_v3,S01,40,SAM,MEL,123434100.0
G300_FWOA_v3,S01,40,SAM,LBA,132394500.0
G300_FWOA_v3,S01,40,SAM,BRT,103921200.0
G300_FWOA_v3,S01,40,SAM,CAS,352317600.0
G300_FWOA_v3,S01,40,SAM,EWCR,640423800.0
G300_FWOA_v3,S01,45,SAM,AVT,562966200.0
G300_FWOA_v3,S01,45,SAM,LTB,308664000.0
G300_FWOA_v3,S01,45,SAM,UBA,0.0
G300_FWOA_v3,S01,45,SAM,BFD,4822200.0
G300_FWOA_v3,S01,45,SAM,UPO,1369800.0
G300_FWOA_v3,S01,45,SAM,LPO,254468700.0
G300_FWOA_v3,S01,45,SAM,MEL,162372600.0
G300_FWOA_v3,S01,45,SAM,LBA,82240200.0
G300_FWOA_v3,S01,45,SAM,BRT,97602300.0
G300_FWOA_v3,S01,45,SAM,CAS,499976100.0
G300_FWOA_v3,S01,45,SAM,EWCR,691200900.0
G300_FWOA_v3,S01,50,SAM,AVT,501492600.0
G300_FWOA_v3,S01,50,SAM,LTB,234300600.0
G300_FWOA_v3,S01,50,SAM,UBA,0.0
G300_FWOA_v3,S01,50,SAM,BFD,4656600.0
G300_FWOA_v3,S01,50,SAM,UPO,2182500.0
G300_FWOA_v3,S01,50,SAM,LPO,189755100.0
G300_FWOA_v3,S01,50,SAM,MEL,147374100.0
G300_FWOA_v3,S01,50,SAM,LBA,54681300.0
G300_FWOA_v3,S01,50,SAM,BRT,87643800.0
G300_FWOA_v3,S01,50,SAM,CAS,579501900.0
G300_FWOA_v3,S01,50,SAM,EWCR,635437800.0
G300_FWOA_v3,S01,5,UPL,AVT,171020700.0
G300_FWOA_v3,S01,5,UPL,LTB,344847600.0
G300_FWOA_v3,S01,5,UPL,UBA,423398700.0
G300_FWOA_v3,S01,5,UPL,BFD,1036800.0
G300_FWOA_v3,S01,5,UPL,UPO,208244700.0
G300_FWOA_v3,S01,5,UPL,LPO,513900.0
G300_FWOA_v3,S01,5,UPL,MEL,197275500.0
G300_FWOA_v3,S01,5,UPL,LBA,130652100.0
G300_FWOA_v3,S01,5,UPL,BRT,69974100.0
G300_FWOA_v3,S01,5,UPL,CAS,102843900.0
G300_FWOA_v3,S01,5,UPL,EWCR,26714700.0
G300_FWOA_v3,S01,10,UPL,AVT,171020700.0
G300_FWOA_v3,S01,10,UPL,LTB,344847600.0
G300_FWOA_v3,S01,10,UPL,UBA,423398700.0
G300_FWOA_v3,S01,10,UPL,BFD,1036800.0
G300_FWOA_v3,S01,10,UPL,UPO,208244700.0
G300_FWOA_v3,S01,10,UPL,LPO,513900.0
G300_FWOA_v3,S01,10,UPL,MEL,197275500.0
G300_FWOA_v3,S01,10,UPL,LBA,130652100.0
G300_FWOA_v3,S01,10,UPL,BRT,69974100.0
G300_FWOA_v3,S01,10,UPL,CAS,102843900.0
G300_FWOA_v3,S01,10,UPL,EWCR,26714700.0
G300_FWOA_v3,S01,15,UPL,AVT,171020700.0
G300_FWOA_v3,S01,15,UPL,LTB,344847600.0
G300_FWOA_v3,S01,15,UPL,UBA,423398700.0
G300_FWOA_v3,S01,15,UPL,BFD,1036800.0
G300_FWOA_v3,S01,15,UPL,UPO,208244700.0
G300_FWOA_v3,S01,15,UPL,LPO,513900.0
G300_FWOA_v3,S01,15,UPL,MEL,197275500.0
G300_FWOA_v3,S01,15,UPL,LBA,130652100.0
G300_FWOA_v3,S01,15,UPL,BRT,69974100.0
G300_FWOA_v3,S01,15,UPL,CAS,102843900.0
G300_FWOA_v3,S01,15,UPL,EWCR,26714700.0
G300_FWOA_v3,S01,20,UPL,AVT,171020700.0
G300_FWOA_v3,S01,20,UPL,LTB,344847600.0
G300_FWOA_v3,S01,20,UPL,UBA,423398700.0
G300_FWOA_v3,S01,20,UPL,BFD,1036800.0
G300_FWOA_v3,S01,20,UPL,UPO,208244700.0
G300_FWOA_v3,S01,20,UPL,LPO,513900.0
G300_FWOA_v3,S01,20,UPL,MEL,197275500.0
G300_FWOA_v3,S01,20,UPL,LBA,130652100.0
G300_FWOA_v3,S01,20,UPL,BRT,69974100.0
G300_FWOA_v3,S01,20,UPL,CAS,102843900.0
G300_FWOA_v3,S01,20,UPL,EWCR,26714700.0
G300_FWOA_v3,S01,25,UPL,AVT,171020700.0
G300_FWOA_v3,S01,25,UPL,LTB,344847600.0
G300_FWOA_v3,S01,25,UPL,UBA,423398700.0
G300_FWOA_v3,S01,25,UPL,BFD,1036800.0
G300_FWOA_v3,S01,25,UPL,UPO,208244700.0
G300_FWOA_v3,S01,25,UPL,LPO,513900.0
G300_FWOA_v3,S01,25,UPL,MEL,197275500.0
G300_FWOA_v3,S01,25,UPL,LBA,130652100.0
G300_FWOA_v3,S01,25,UPL,BRT,69974100.0
G300_FWOA_v3,S01,25,UPL,CAS,102843900.0
G300_FWOA_v3,S01,25,UPL,EWCR,26714700.0
G300_FWOA_v3,S01,30,UPL,AVT,171020700.0
