prj_no,S,year,code,ecoregion,value
G300_FWOA_v3,S01,30,UPL,LTB,344847600.0
G300_FWOA_v3,S01,30,UPL,UBA,423398700.0
G300_FWOA_v3,S01,30,UPL,BFD,1036800.0
G300_FWOA_v3,S01,30,UPL,UPO,208244700.0
G300_FWOA_v3,S01,30,UPL,LPO,513900.0
G300_FWOA_v3,S01,30,UPL,MEL,197275500.0
G300_FWOA_v3,S01,30,UPL,LBA,130652100.0
G300_FWOA_v3,S01,30,UPL,BRT,69974100.0
G300_FWOA_v3,S01,30,UPL,CAS,102843900.0
G300_FWOA_v3,S01,30,UPL,EWCR,26714700.0
G300_FWOA_v3,S01,35,UPL,AVT,171020700.0
G300_FWOA_v3,S01,35,UPL,LTB,344847600.0
G300_FWOA_v3,S01,35,UPL,UBA,423398700.0
G300_FWOA_v3,S01,35,UPL,BFD,1036800.0
G300_FWOA_v3,S01,35,UPL,UPO,208244700.0
G300_FWOA_v3,S01,35,UPL,LPO,513900.0
G300_FWOA_v3,S01,35,UPL,MEL,197275500.0
G300_FWOA_v3,S01,35,UPL,LBA,130652100.0
G300_FWOA_v3,S01,35,UPL,BRT,69974100.0
G300_FWOA_v3,S01,35,UPL,CAS,102843900.0
G300_FWOA_v3,S01,35,UPL,EWCR,26714700.0
G300_FWOA_v3,S01,40,UPL,AVT,171020700.0
G300_FWOA_v3,S01,40,UPL,LTB,344847600.0
G300_FWOA_v3,S01,40,UPL,UBA,423398700.0
G300_FWOA_v3,S01,40,UPL,BFD,1036800.0
G300_FWOA_v3,S01,40,UPL,UPO,208244700.0
G300_FWOA_v3,S01,40,UPL,LPO,513900.0
G300_FWOA_v3,S01,40,UPL,MEL,197275500.0
G300_FWOA_v3,S01,40,UPL,LBA,130652100.0
G300_FWOA_v3,S01,40,UPL,BRT,69974100.0
G300_FWOA_v3,S01,40,UPL,CAS,102843900.0
G300_FWOA_v3,S01,40,UPL,EWCR,26714700.0
G300_FWOA_v3,S01,45,UPL,AVT,171020700.0
G300_FWOA_v3,S01,45,UPL,LTB,344847600.0
G300_FWOA_v3,S01,45,UPL,UBA,423398700.0
G300_FWOA_v3,S01,45,UPL,BFD,1036800.0
G300_FWOA_v3,S01,45,UPL,UPO,208244700.0
G300_FWOA_v3,S01,45,UPL,LPO,513900.0
G300_FWOA_v3,S01,45,UPL,MEL,197275500.0
G300_FWOA_v3,S01,45,UPL,LBA,130652100.0
G300_FWOA_v3,S01,45,UPL,BRT,69974100.0
G300_FWOA_v3,S01,45,UPL,CAS,102843900.0
G300_FWOA_v3,S01,45,UPL,EWCR,26714700.0
G300_FWOA_v3,S01,50,UPL,AVT,171020700.0
G300_FWOA_v3,S01,50,UPL,LTB,344847600.0
G300_FWOA_v3,S01,50,UPL,UBA,423398700.0
G300_FWOA_v3,S01,50,UPL,BFD,1036800.0
G300_FWOA_v3,S01,50,UPL,UPO,208244700.0
G300_FWOA_v3,S01,50,UPL,LPO,513900.0
G300_FWOA_v3,S01,50,UPL,MEL,197275500.0
G300_FWOA_v3,S01,50,UPL,LBA,130652100.0
G300_FWOA_v3,S01,50,UPL,BRT,69974100.0
G300_FWOA_v3,S01,50,UPL,CAS,102843900.0
G300_FWOA_v3,S01,50,UPL,EWCR,26714700.0
G300_FWOA_v3,S01,5,BRG,AVT,0.0
G300_FWOA_v3,S01,5,BRG,LTB,7817400.0
G300_FWOA_v3,S01,5,BRG,UBA,0.0
G300_FWOA_v3,S01,5,BRG,BFD,0.0
G300_FWOA_v3,S01,5,BRG,UPO,0.0
G300_FWOA_v3,S01,5,BRG,LPO,3636900.0
G300_FWOA_v3,S01,5,BRG,MEL,0.0
G300_FWOA_v3,S01,5,BRG,LBA,23366700.0
G300_FWOA_v3,S01,5,BRG,BRT,235800.0
G300_FWOA_v3,S01,5,BRG,CAS,11700.0
G300_FWOA_v3,S01,5,BRG,EWCR,14283900.0
G300_FWOA_v3,S01,10,BRG,AVT,0.0
G300_FWOA_v3,S01,10,BRG,LTB,6941700.0
G300_FWOA_v3,S01,10,BRG,UBA,0.0
G300_FWOA_v3,S01,10,BRG,BFD,0.0
G300_FWOA_v3,S01,10,BRG,UPO,0.0
G300_FWOA_v3,S01,10,BRG,LPO,1709100.0
G300_FWOA_v3,S01,10,BRG,MEL,0.0
G300_FWOA_v3,S01,10,BRG,LBA,18999000.0
G300_FWOA_v3,S01,10,BRG,BRT,1800.0
G300_FWOA_v3,S01,10,BRG,CAS,0.0
G300_FWOA_v3,S01,10,BRG,EWCR,7590600.0
G300_FWOA_v3,S01,15,BRG,AVT,0.0
G300_FWOA_v3,S01,15,BRG,LTB,6170400.0
G300_FWOA_v3,S01,15,BRG,UBA,0.0
G300_FWOA_v3,S01,15,BRG,BFD,0.0
G300_FWOA_v3,S01,15,BRG,UPO,0.0
G300_FWOA_v3,S01,15,BRG,LPO,795600.0
G300_FWOA_v3,S01,15,BRG,MEL,0.0
G300_FWOA_v3,S01,15,BRG,LBA,15539400.0
G300_FWOA_v3,S01,15,BRG,BRT,0.0
G300_FWOA_v3,S01,15,BRG,CAS,351000.0
G300_FWOA_v3,S01,15,BRG,EWCR,9061200.0
G300_FWOA_v3,S01,20,BRG,AVT,0.0
G300_FWOA_v3,S01,20,BRG,LTB,5362200.0
G300_FWOA_v3,S01,20,BRG,UBA,0.0
G300_FWOA_v3,S01,20,BRG,BFD,0.0
G300_FWOA_v3,S01,20,BRG,UPO,0.0
G300_FWOA_v3,S01,20,BRG,LPO,376200.0
G300_FWOA_v3,S01,20,BRG,MEL,0.0
G300_FWOA_v3,S01,20,BRG,LBA,12058200.0
G300_FWOA_v3,S01,20,BRG,BRT,0.0
G300_FWOA_v3,S01,20,BRG,CAS,172800.0
G300_FWOA_v3,S01,20,BRG,EWCR,7129800.0
G300_FWOA_v3,S01,25,BRG,AVT,0.0
G300_FWOA_v3,S01,25,BRG,LTB,3958200.0
G300_FWOA_v3,S01,25,BRG,UBA,0.0
G300_FWOA_v3,S01,25,BRG,BFD,0.0
G300_FWOA_v3,S01,25,BRG,UPO,0.0
G300_FWOA_v3,S01,25,BRG,LPO,164700.0
G300_FWOA_v3,S01,25,BRG,MEL,0.0
G300_FWOA_v3,S01,25,BRG,LBA,8559900.0
G300_FWOA_v3,S01,25,BRG,BRT,0.0
G300_FWOA_v3,S01,25,BRG,CAS,175500.0
G300_FWOA_v3,S01,25,BRG,EWCR,5475600.0
G300_FWOA_v3,S01,30,BRG,AVT,0.0
G300_FWOA_v3,S01,30,BRG,LTB,3269700.0
G300_FWOA_v3,S01,30,BRG,UBA,0.0
G300_FWOA_v3,S01,30,BRG,BFD,0.0
G300_FWOA_v3,S01,30,BRG,UPO,0.0
G300_FWOA_v3,S01,30,BRG,LPO,54900.0
G300_FWOA_v3,S01,30,BRG,MEL,0.0
G300_FWOA_v3,S01,30,BRG,LBA,5811300.0
G300_FWOA_v3,S01,30,BRG,BRT,0.0
G300_FWOA_v3,S01,30,BRG,CAS,4500.0
G300_FWOA_v3,S01,30,BRG,EWCR,4734000.0
G300_FWOA_v3,S01,35,BRG,AVT,0.0
G300_FWOA_v3,S01,35,BRG,LTB,2637900.0
G300_FWOA_v3,S01,35,BRG,UBA,0.0
G300_FWOA_v3,S01,35,BRG,BFD,0.0
G300_FWOA_v3,S01,35,BRG,UPO,0.0
G300_FWOA_v3,S01,35,BRG,LPO,0.0
G300_FWOA_v3,S01,35,BRG,MEL,0.0
G300_FWOA_v3,S01,35,BRG,LBA,3842100.0
G300_FWOA_v3,S01,35,BRG,BRT,0.0
G300_FWOA_v3,S01,35,BRG,CAS,0.0
G300_FWOA_v3,S01,35,BRG,EWCR,4946400.0
G300_FWOA_v3,S01,40,BRG,AVT,0.0
G300_FWOA_v3,S01,40,BRG,LTB,1880100.0
G300_FWOA_v3,S01,40,BRG,UBA,0.0
G300_FWOA_v3,S01,40,BRG,BFD,0.0
G300_FWOA_v3,S01,40,BRG,UPO,0.0
G300_FWOA_v3,S01,40,BRG,LPO,0.0
G300_FWOA_v3,S01,40,BRG,MEL,0.0
G300_FWOA_v3,S01,40,BRG,LBA,2418300.0
G300_FWOA_v3,S01,40,BRG,BRT,0.0
G300_FWOA_v3,S01,40,BRG,CAS,0.0
G300_FWOA_v3,S01,40,BRG,EWCR,4916700.0
G300_FWOA_v3,S01,45,BRG,AVT,0.0
G300_FWOA_v3,S01,45,BRG,LTB,1052100.0
G300_FWOA_v3,S01,45,BRG,UBA,0.0
G300_FWOA_v3,S01,45,BRG,BFD,0.0
G300_FWOA_v3,S01,45,BRG,UPO,0.0
G300_FWOA_v3,S01,45,BRG,LPO,0.0
G300_FWOA_v3,S01,45,BRG,MEL,0.0
G300_FWOA_v3,S01,45,BRG,LBA,999000.0
G300_FWOA_v3,S01,45,BRG,BRT,0.0
G300_FWOA_v3,S01,45,BRG,CAS,98100.0
G300_FWOA_v3,S01,45,BRG,EWCR,6697800.0
G300_FWOA_v3,S01,50,BRG,AVT,0.0
G300_FWOA_v3,S01,50,BRG,LTB,574200.0
G300_FWOA_v3,S01,50,BRG,UBA,0.0
G300_FWOA_v3,S01,50,BRG,BFD,0.0
G300_FWOA_v3,S01,50,BRG,UPO,0.0
G300_FWOA_v3,S01,50,BRG,LPO,0.0
G300_FWOA_v3,S01,50,BRG,MEL,0.0
G300_FWOA_v3,S01,50,BRG,LBA,0.0
G300_FWOA_v3,S01,50,BRG,BRT,0.0
G300_FWOA_v3,S01,50,BRG,CAS,125100.0
G300_FWOA_v3,S01,50,BRG,EWCR,5878800.0
G300_FWOA_v3,S03,5,LND,AVT,3566529900.0
G300_FWOA_v3,S03,5,LND,LTB,1641011400.0
G300_FWOA_v3,S03,5,LND,UBA,2180329200.0
G300_FWOA_v3,S03,5,LND,BFD,278728200.0
G300_FWOA_v3,S03,5,LND,UPO,1886307300.0
G300_FWOA_v3,S03,5,LND,LPO,496691100.0
G300_FWOA_v3,S03,5,LND,MEL,1666227600.0
G300_FWOA_v3,S03,5,LND,LBA,1176629400.0
G300_FWOA_v3,S03,5,LND,BRT,888456600.0
G300_FWOA_v3,S03,5,LND,CAS,1344661200.0
G300_FWOA_v3,S03,5,LND,EWCR,957017700.0
G300_FWOA_v3,S03,10,LND,AVT,3555441000.0
G300_FWOA_v3,S03,10,LND,LTB,1604607300.0
G300_FWOA_v3,S03,10,LND,UBA,2171520900.0
G300_FWOA_v3,S03,10,LND,BFD,247181400.0
G300_FWOA_v3,S03,10,LND,UPO,1876966200.0
G300_FWOA_v3,S03,10,LND,LPO,485155800.0
G300_FWOA_v3,S03,10,LND,MEL,1654093800.0
G300_FWOA_v3,S03,10,LND,LBA,1112203800.0
G300_FWOA_v3,S03,10,LND,BRT,871435800.0
G300_FWOA_v3,S03,10,LND,CAS,1336360500.0
G300_FWOA_v3,S03,10,LND,EWCR,943406100.0
G300_FWOA_v3,S03,15,LND,AVT,3528556200.0
G300_FWOA_v3,S03,15,LND,LTB,1496219400.0
G300_FWOA_v3,S03,15,LND,UBA,2168215200.0
G300_FWOA_v3,S03,15,LND,BFD,215854200.0
G300_FWOA_v3,S03,15,LND,UPO,1864622700.0
G300_FWOA_v3,S03,15,LND,LPO,468271800.0
G300_FWOA_v3,S03,15,LND,MEL,1596661200.0
G300_FWOA_v3,S03,15,LND,LBA,1004806800.0
G300_FWOA_v3,S03,15,LND,BRT,838944900.0
G300_FWOA_v3,S03,15,LND,CAS,1315982700.0
G300_FWOA_v3,S03,15,LND,EWCR,917667000.0
G300_FWOA_v3,S03,20,LND,AVT,3455349300.0
G300_FWOA_v3,S03,20,LND,LTB,1405601100.0
G300_FWOA_v3,S03,20,LND,UBA,2162064600.0
G300_FWOA_v3,S03,20,LND,BFD,189144900.0
G300_FWOA_v3,S03,20,LND,UPO,1855304100.0
G300_FWOA_v3,S03,20,LND,LPO,426826800.0
G300_FWOA_v3,S03,20,LND,MEL,1568938500.0
G300_FWOA_v3,S03,20,LND,LBA,845029800.0
G300_FWOA_v3,S03,20,LND,BRT,786128400.0
G300_FWOA_v3,S03,20,LND,CAS,1262896200.0
G300_FWOA_v3,S03,20,LND,EWCR,852495300.0
G300_FWOA_v3,S03,25,LND,AVT,3357756000.0
G300_FWOA_v3,S03,25,LND,LTB,1283006700.0
G300_FWOA_v3,S03,25,LND,UBA,2153106000.0
G300_FWOA_v3,S03,25,LND,BFD,118722600.0
G300_FWOA_v3,S03,25,LND,UPO,1841127300.0
G300_FWOA_v3,S03,25,LND,LPO,375802200.0
G300_FWOA_v3,S03,25,LND,MEL,1433401200.0
G300_FWOA_v3,S03,25,LND,LBA,598320900.0
G300_FWOA_v3,S03,25,LND,BRT,712826100.0
G300_FWOA_v3,S03,25,LND,CAS,1197666900.0
G300_FWOA_v3,S03,25,LND,EWCR,732407400.0
G300_FWOA_v3,S03,30,LND,AVT,3172244400.0
G300_FWOA_v3,S03,30,LND,LTB,1108106100.0
G300_FWOA_v3,S03,30,LND,UBA,2129789700.0
G300_FWOA_v3,S03,30,LND,BFD,117251100.0
G300_FWOA_v3,S03,30,LND,UPO,1822815900.0
G300_FWOA_v3,S03,30,LND,LPO,270764100.0
G300_FWOA_v3,S03,30,LND,MEL,1346654700.0
G300_FWOA_v3,S03,30,LND,LBA,390315600.0
G300_FWOA_v3,S03,30,LND,BRT,643880700.0
G300_FWOA_v3,S03,30,LND,CAS,1078370100.0
G300_FWOA_v3,S03,30,LND,EWCR,571165200.0
G300_FWOA_v3,S03,35,LND,AVT,2903536800.0
G300_FWOA_v3,S03,35,LND,LTB,774278100.0
G300_FWOA_v3,S03,35,LND,UBA,2003730300.0
G300_FWOA_v3,S03,35,LND,BFD,131799600.0
G300_FWOA_v3,S03,35,LND,UPO,1803098700.0
G300_FWOA_v3,S03,35,LND,LPO,149190300.0
G300_FWOA_v3,S03,35,LND,MEL,1071176400.0
G300_FWOA_v3,S03,35,LND,LBA,255927600.0
G300_FWOA_v3,S03,35,LND,BRT,562656600.0
G300_FWOA_v3,S03,35,LND,CAS,903693600.0
G300_FWOA_v3,S03,35,LND,EWCR,403690500.0
G300_FWOA_v3,S03,40,LND,AVT,2575852200.0
G300_FWOA_v3,S03,40,LND,LTB,563956200.0
G300_FWOA_v3,S03,40,LND,UBA,1723220100.0
G300_FWOA_v3,S03,40,LND,BFD,103563900.0
G300_FWOA_v3,S03,40,LND,UPO,1590532200.0
G300_FWOA_v3,S03,40,LND,LPO,64955700.0
G300_FWOA_v3,S03,40,LND,MEL,678322800.0
G300_FWOA_v3,S03,40,LND,LBA,181945800.0
G300_FWOA_v3,S03,40,LND,BRT,423382500.0
G300_FWOA_v3,S03,40,LND,CAS,676812600.0
G300_FWOA_v3,S03,40,LND,EWCR,239162400.0
G300_FWOA_v3,S03,45,LND,AVT,2115982800.0
G300_FWOA_v3,S03,45,LND,LTB,510692400.0
G300_FWOA_v3,S03,45,LND,UBA,1324879200.0
G300_FWOA_v3,S03,45,LND,BFD,97321500.0
G300_FWOA_v3,S03,45,LND,UPO,1131679800.0
G300_FWOA_v3,S03,45,LND,LPO,28595700.0
G300_FWOA_v3,S03,45,LND,MEL,510375600.0
G300_FWOA_v3,S03,45,LND,LBA,151451100.0
G300_FWOA_v3,S03,45,LND,BRT,340029000.0
G300_FWOA_v3,S03,45,LND,CAS,491549400.0
G300_FWOA_v3,S03,45,LND,EWCR,141579900.0
G300_FWOA_v3,S03,50,LND,AVT,1779171300.0
G300_FWOA_v3,S03,50,LND,LTB,487830600.0
G300_FWOA_v3,S03,50,LND,UBA,1196639100.0
G300_FWOA_v3,S03,50,LND,BFD,83328300.0
G300_FWOA_v3,S03,50,LND,UPO,872834400.0
G300_FWOA_v3,S03,50,LND,LPO,11125800.0
G300_FWOA_v3,S03,50,LND,MEL,353952900.0
G300_FWOA_v3,S03,50,LND,LBA,144896400.0
G300_FWOA_v3,S03,50,LND,BRT,279658800.0
G300_FWOA_v3,S03,50,LND,CAS,319588200.0
G300_FWOA_v3,S03,50,LND,EWCR,86370300.0
G300_FWOA_v3,S03,5,WAT,AVT,3481470900.0
G300_FWOA_v3,S03,5,WAT,LTB,3064823100.0
G300_FWOA_v3,S03,5,WAT,UBA,419913900.0
G300_FWOA_v3,S03,5,WAT,BFD,1674825300.0
G300_FWOA_v3,S03,5,WAT,UPO,2146640400.0
G300_FWOA_v3,S03,5,WAT,LPO,4800730500.0
G300_FWOA_v3,S03,5,WAT,MEL,679024800.0
G300_FWOA_v3,S03,5,WAT,LBA,2758218300.0
G300_FWOA_v3,S03,5,WAT,BRT,2085672600.0
G300_FWOA_v3,S03,5,WAT,CAS,974975400.0
G300_FWOA_v3,S03,5,WAT,EWCR,1049924700.0
G300_FWOA_v3,S03,10,WAT,AVT,3492559800.0
G300_FWOA_v3,S03,10,WAT,LTB,3101227200.0
G300_FWOA_v3,S03,10,WAT,UBA,428722200.0
G300_FWOA_v3,S03,10,WAT,BFD,1706372100.0
G300_FWOA_v3,S03,10,WAT,UPO,2155660200.0
G300_FWOA_v3,S03,10,WAT,LPO,4812265800.0
G300_FWOA_v3,S03,10,WAT,MEL,691158600.0
G300_FWOA_v3,S03,10,WAT,LBA,2822643900.0
G300_FWOA_v3,S03,10,WAT,BRT,2102693400.0
G300_FWOA_v3,S03,10,WAT,CAS,983276100.0
G300_FWOA_v3,S03,10,WAT,EWCR,1063536300.0
G300_FWOA_v3,S03,15,WAT,AVT,3519444600.0
G300_FWOA_v3,S03,15,WAT,LTB,3209615100.0
G300_FWOA_v3,S03,15,WAT,UBA,432027900.0
G300_FWOA_v3,S03,15,WAT,BFD,1737699300.0
G300_FWOA_v3,S03,15,WAT,UPO,2167605000.0
G300_FWOA_v3,S03,15,WAT,LPO,4829149800.0
G300_FWOA_v3,S03,15,WAT,MEL,748591200.0
G300_FWOA_v3,S03,15,WAT,LBA,2930040900.0
G300_FWOA_v3,S03,15,WAT,BRT,2135184300.0
G300_FWOA_v3,S03,15,WAT,CAS,1003653900.0
G300_FWOA_v3,S03,15,WAT,EWCR,1089275400.0
G300_FWOA_v3,S03,20,WAT,AVT,3592651500.0
G300_FWOA_v3,S03,20,WAT,LTB,3300233400.0
G300_FWOA_v3,S03,20,WAT,UBA,438178500.0
G300_FWOA_v3,S03,20,WAT,BFD,1764408600.0
G300_FWOA_v3,S03,20,WAT,UPO,2176452900.0
G300_FWOA_v3,S03,20,WAT,LPO,4870594800.0
G300_FWOA_v3,S03,20,WAT,MEL,776313900.0
G300_FWOA_v3,S03,20,WAT,LBA,3089817900.0
G300_FWOA_v3,S03,20,WAT,BRT,2188000800.0
G300_FWOA_v3,S03,20,WAT,CAS,1056740400.0
G300_FWOA_v3,S03,20,WAT,EWCR,1154447100.0
G300_FWOA_v3,S03,25,WAT,AVT,3690244800.0
G300_FWOA_v3,S03,25,WAT,LTB,3422827800.0
G300_FWOA_v3,S03,25,WAT,UBA,447137100.0
G300_FWOA_v3,S03,25,WAT,BFD,1834830900.0
G300_FWOA_v3,S03,25,WAT,UPO,2190091500.0
G300_FWOA_v3,S03,25,WAT,LPO,4921619400.0
G300_FWOA_v3,S03,25,WAT,MEL,911851200.0
G300_FWOA_v3,S03,25,WAT,LBA,3336526800.0
G300_FWOA_v3,S03,25,WAT,BRT,2261303100.0
G300_FWOA_v3,S03,25,WAT,CAS,1121969700.0
G300_FWOA_v3,S03,25,WAT,EWCR,1274535000.0
G300_FWOA_v3,S03,30,WAT,AVT,3875756400.0
G300_FWOA_v3,S03,30,WAT,LTB,3597728400.0
G300_FWOA_v3,S03,30,WAT,UBA,470453400.0
G300_FWOA_v3,S03,30,WAT,BFD,1836302400.0
G300_FWOA_v3,S03,30,WAT,UPO,2207801700.0
G300_FWOA_v3,S03,30,WAT,LPO,5026657500.0
G300_FWOA_v3,S03,30,WAT,MEL,998597700.0
G300_FWOA_v3,S03,30,WAT,LBA,3544532100.0
G300_FWOA_v3,S03,30,WAT,BRT,2330248500.0
G300_FWOA_v3,S03,30,WAT,CAS,1241266500.0
G300_FWOA_v3,S03,30,WAT,EWCR,1435777200.0
G300_FWOA_v3,S03,35,WAT,AVT,4144464000.0
G300_FWOA_v3,S03,35,WAT,LTB,3931556400.0
G300_FWOA_v3,S03,35,WAT,UBA,596512800.0
G300_FWOA_v3,S03,35,WAT,BFD,1821753900.0
G300_FWOA_v3,S03,35,WAT,UPO,2226827700.0
G300_FWOA_v3,S03,35,WAT,LPO,5148231300.0
G300_FWOA_v3,S03,35,WAT,MEL,1274076000.0
G300_FWOA_v3,S03,35,WAT,LBA,3678920100.0
G300_FWOA_v3,S03,35,WAT,BRT,2411472600.0
G300_FWOA_v3,S03,35,WAT,CAS,1415943000.0
G300_FWOA_v3,S03,35,WAT,EWCR,1603251900.0
G300_FWOA_v3,S03,40,WAT,AVT,4472148600.0
G300_FWOA_v3,S03,40,WAT,LTB,4141878300.0
G300_FWOA_v3,S03,40,WAT,UBA,877023000.0
G300_FWOA_v3,S03,40,WAT,BFD,1849989600.0
G300_FWOA_v3,S03,40,WAT,UPO,2438562600.0
G300_FWOA_v3,S03,40,WAT,LPO,5232465900.0
G300_FWOA_v3,S03,40,WAT,MEL,1666929600.0
G300_FWOA_v3,S03,40,WAT,LBA,3752901900.0
G300_FWOA_v3,S03,40,WAT,BRT,2550746700.0
G300_FWOA_v3,S03,40,WAT,CAS,1642824000.0
G300_FWOA_v3,S03,40,WAT,EWCR,1767780000.0
G300_FWOA_v3,S03,45,WAT,AVT,4932018000.0
G300_FWOA_v3,S03,45,WAT,LTB,4195142100.0
G300_FWOA_v3,S03,45,WAT,UBA,1275363900.0
G300_FWOA_v3,S03,45,WAT,BFD,1856232000.0
G300_FWOA_v3,S03,45,WAT,UPO,2896472700.0
G300_FWOA_v3,S03,45,WAT,LPO,5268825900.0
G300_FWOA_v3,S03,45,WAT,MEL,1834876800.0
G300_FWOA_v3,S03,45,WAT,LBA,3783396600.0
G300_FWOA_v3,S03,45,WAT,BRT,2634100200.0
G300_FWOA_v3,S03,45,WAT,CAS,1828087200.0
G300_FWOA_v3,S03,45,WAT,EWCR,1865362500.0
G300_FWOA_v3,S03,50,WAT,AVT,5268829500.0
G300_FWOA_v3,S03,50,WAT,LTB,4218003900.0
G300_FWOA_v3,S03,50,WAT,UBA,1403604000.0
G300_FWOA_v3,S03,50,WAT,BFD,1870225200.0
G300_FWOA_v3,S03,50,WAT,UPO,3154211100.0
G300_FWOA_v3,S03,50,WAT,LPO,5286295800.0
G300_FWOA_v3,S03,50,WAT,MEL,1991299500.0
G300_FWOA_v3,S03,50,WAT,LBA,3789951300.0
G300_FWOA_v3,S03,50,WAT,BRT,2694470400.0
G300_FWOA_v3,S03,50,WAT,CAS,2000048400.0
G300_FWOA_v3,S03,50,WAT,EWCR,1920572100.0
G300_FWOA_v3,S03,5,BLH,AVT,771526800.0
G300_FWOA_v3,S03,5,BLH,LTB,86515200.0
G300_FWOA_v3,S03,5,BLH,UBA,769076100.0
G300_FWOA_v3,S03,5,BLH,BFD,7393500.0
G300_FWOA_v3,S03,5,BLH,UPO,1040490900.0
G300_FWOA_v3,S03,5,BLH,LPO,0.0
G300_FWOA_v3,S03,5,BLH,MEL,38999700.0
G300_FWOA_v3,S03,5,BLH,LBA,694800.0
G300_FWOA_v3,S03,5,BLH,BRT,1584000.0
G300_FWOA_v3,S03,5,BLH,CAS,3794400.0
G300_FWOA_v3,S03,5,BLH,EWCR,0.0
G300_FWOA_v3,S03,10,BLH,AVT,734231700.0
G300_FWOA_v3,S03,10,BLH,LTB,47880000.0
G300_FWOA_v3,S03,10,BLH,UBA,666543600.0
G300_FWOA_v3,S03,10,BLH,BFD,6089400.0
G300_FWOA_v3,S03,10,BLH,UPO,874749600.0
G300_FWOA_v3,S03,10,BLH,LPO,900.0
G300_FWOA_v3,S03,10,BLH,MEL,33352200.0
G300_FWOA_v3,S03,10,BLH,LBA,227700.0
G300_FWOA_v3,S03,10,BLH,BRT,565200.0
G300_FWOA_v3,S03,10,BLH,CAS,2471400.0
G300_FWOA_v3,S03,10,BLH,EWCR,0.0
G300_FWOA_v3,S03,15,BLH,AVT,666334800.0
G300_FWOA_v3,S03,15,BLH,LTB,35118900.0
G300_FWOA_v3,S03,15,BLH,UBA,473546700.0
G300_FWOA_v3,S03,15,BLH,BFD,1848600.0
G300_FWOA_v3,S03,15,BLH,UPO,254600100.0
G300_FWOA_v3,S03,15,BLH,LPO,0.0
G300_FWOA_v3,S03,15,BLH,MEL,27741600.0
G300_FWOA_v3,S03,15,BLH,LBA,87300.0
G300_FWOA_v3,S03,15,BLH,BRT,373500.0
G300_FWOA_v3,S03,15,BLH,CAS,1349100.0
G300_FWOA_v3,S03,15,BLH,EWCR,0.0
G300_FWOA_v3,S03,20,BLH,AVT,620490600.0
G300_FWOA_v3,S03,20,BLH,LTB,20154600.0
G300_FWOA_v3,S03,20,BLH,UBA,159461100.0
G300_FWOA_v3,S03,20,BLH,BFD,1682100.0
G300_FWOA_v3,S03,20,BLH,UPO,190998900.0
G300_FWOA_v3,S03,20,BLH,LPO,0.0
G300_FWOA_v3,S03,20,BLH,MEL,14980500.0
G300_FWOA_v3,S03,20,BLH,LBA,100800.0
G300_FWOA_v3,S03,20,BLH,BRT,400500.0
G300_FWOA_v3,S03,20,BLH,CAS,1190700.0
G300_FWOA_v3,S03,20,BLH,EWCR,0.0
G300_FWOA_v3,S03,25,BLH,AVT,538506900.0
G300_FWOA_v3,S03,25,BLH,LTB,13345200.0
G300_FWOA_v3,S03,25,BLH,UBA,135277200.0
G300_FWOA_v3,S03,25,BLH,BFD,0.0
G300_FWOA_v3,S03,25,BLH,UPO,166277700.0
G300_FWOA_v3,S03,25,BLH,LPO,0.0
G300_FWOA_v3,S03,25,BLH,MEL,8084700.0
G300_FWOA_v3,S03,25,BLH,LBA,77400.0
G300_FWOA_v3,S03,25,BLH,BRT,192600.0
G300_FWOA_v3,S03,25,BLH,CAS,881100.0
G300_FWOA_v3,S03,25,BLH,EWCR,0.0
G300_FWOA_v3,S03,30,BLH,AVT,470968200.0
G300_FWOA_v3,S03,30,BLH,LTB,7459200.0
G300_FWOA_v3,S03,30,BLH,UBA,73139400.0
G300_FWOA_v3,S03,30,BLH,BFD,1800.0
G300_FWOA_v3,S03,30,BLH,UPO,152937000.0
G300_FWOA_v3,S03,30,BLH,LPO,900.0
G300_FWOA_v3,S03,30,BLH,MEL,6967800.0
G300_FWOA_v3,S03,30,BLH,LBA,84600.0
G300_FWOA_v3,S03,30,BLH,BRT,10800.0
G300_FWOA_v3,S03,30,BLH,CAS,1336500.0
G300_FWOA_v3,S03,30,BLH,EWCR,0.0
G300_FWOA_v3,S03,35,BLH,AVT,323280000.0
G300_FWOA_v3,S03,35,BLH,LTB,3124800.0
G300_FWOA_v3,S03,35,BLH,UBA,23942700.0
G300_FWOA_v3,S03,35,BLH,BFD,1800.0
G300_FWOA_v3,S03,35,BLH,UPO,141560100.0
G300_FWOA_v3,S03,35,BLH,LPO,0.0
G300_FWOA_v3,S03,35,BLH,MEL,2034000.0
G300_FWOA_v3,S03,35,BLH,LBA,72900.0
G300_FWOA_v3,S03,35,BLH,BRT,8100.0
G300_FWOA_v3,S03,35,BLH,CAS,1629000.0
G300_FWOA_v3,S03,35,BLH,EWCR,0.0
G300_FWOA_v3,S03,40,BLH,AVT,239346900.0
G300_FWOA_v3,S03,40,BLH,LTB,1293300.0
G300_FWOA_v3,S03,40,BLH,UBA,1134000.0
G300_FWOA_v3,S03,40,BLH,BFD,900.0
G300_FWOA_v3,S03,40,BLH,UPO,130278600.0
G300_FWOA_v3,S03,40,BLH,LPO,0.0
G300_FWOA_v3,S03,40,BLH,MEL,45000.0
G300_FWOA_v3,S03,40,BLH,LBA,6300.0
G300_FWOA_v3,S03,40,BLH,BRT,9000.0
